A1	condition1	batch1	/projects/weng_lab/scratch/kdoshi/VGpacbio/results/A1.fa
A2	condition1	batch1	/projects/weng_lab/scratch/kdoshi/VGpacbio/results/A2/A2.fa
A3	condition2	batch1	/projects/weng_lab/scratch/kdoshi/VGpacbio/results/A3/A3.fa
A4	condition2	batch1	/projects/weng_lab/scratch/kdoshi/VGpacbio/results/A4/A4.fa
B1	condition3	batch1	/projects/weng_lab/scratch/kdoshi/VGpacbio/results/B1/B1.fa
B2	condition3	batch1	/projects/weng_lab/scratch/kdoshi/VGpacbio/results/B2/B2.fa
B3	condition4	batch1	/projects/weng_lab/scratch/kdoshi/VGpacbio/results/B3/B3.fa
B4	condition4	batch1	/projects/weng_lab/scratch/kdoshi/VGpacbio/results/B4/B4.fa
